card_id,url,scrap_date
104309289,https://cars.av.by/lada-vaz/2121-niva/104309289,2023-05-26 19:17:43
103933657,https://cars.av.by/geely/emgrand/103933657,2023-05-26 19:17:43
104572570,https://cars.av.by/buick/encore-gx/104572570,2023-05-26 19:17:43
101225600,https://cars.av.by/byd/dolphin/101225600,2023-05-26 19:17:45
104673128,https://cars.av.by/jac/j7/104673128,2023-05-26 19:17:46
104673120,https://cars.av.by/jac/j7/104673120,2023-05-26 19:17:47
104621634,https://cars.av.by/geely/coolray/104621634,2023-05-26 19:17:47
104667181,https://cars.av.by/geely/emgrand/104667181,2023-05-26 19:17:47
104408441,https://cars.av.by/jac/j7/104408441,2023-05-26 19:17:48
104408545,https://cars.av.by/jac/j7/104408545,2023-05-26 19:17:48
104408434,https://cars.av.by/jac/j7/104408434,2023-05-26 19:17:49
104408451,https://cars.av.by/jac/j7/104408451,2023-05-26 19:17:50
104408460,https://cars.av.by/jac/j7/104408460,2023-05-26 19:17:51
104408464,https://cars.av.by/jac/j7/104408464,2023-05-26 19:17:51
104408448,https://cars.av.by/jac/j7/104408448,2023-05-26 19:17:52
104399957,https://cars.av.by/jac/j7/104399957,2023-05-26 19:17:53
104399985,https://cars.av.by/jac/js4/104399985,2023-05-26 19:17:53
104399963,https://cars.av.by/jac/j7/104399963,2023-05-26 19:17:54
104399655,https://cars.av.by/jac/j7/104399655,2023-05-26 19:17:55
104399959,https://cars.av.by/jac/j7/104399959,2023-05-26 19:17:55
104399659,https://cars.av.by/jac/j7/104399659,2023-05-26 19:17:56
104635254,https://cars.av.by/geely/emgrand/104635254,2023-05-26 19:17:56
104324135,https://cars.av.by/faw/bestune-t77/104324135,2023-05-26 19:17:57
104339543,https://cars.av.by/jac/js4/104339543,2023-05-26 19:17:57
